caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
1950-06-13,-0.007274,-0.007431,-0.004571,-0.004702,28238397.20,90,28449796.10,90,,
1950-06-14,-0.014100,-0.014713,-0.012470,-0.012604,27822933.60,90,28238397.20,90,,
1950-06-15,-0.001842,-0.001842,-0.000237,-0.000237,27771677.40,90,27822933.60,90,,
1950-06-16,0.001787,0.001787,-0.000238,-0.000238,27821292.90,90,27771677.40,90,,
1950-06-19,-0.002930,-0.002930,-0.003226,-0.003226,27739765.10,90,27821292.90,90,,
1950-06-20,-0.004271,-0.004271,-0.003919,-0.003919,27621300.20,90,27739765.10,90,,
1950-06-21,0.008879,0.008879,0.008225,0.008225,27866559.80,90,27621300.20,90,,
1950-06-22,0.008037,0.007954,0.007315,0.007176,28088218.40,90,27866559.80,90,,
1950-06-23,-0.000677,-0.000677,0.001087,0.001087,28069189.50,90,28088218.40,90,,
1950-06-26,-0.054710,-0.054710,-0.054503,-0.054503,26533525.10,90,28069189.50,90,,
1950-06-27,-0.011043,-0.011043,-0.010067,-0.010067,26240505.50,90,26533525.10,90,,
1950-06-28,0.012480,0.011963,0.015681,0.014802,26554415.50,90,26240505.50,90,,
1950-06-29,-0.036890,-0.036908,-0.037373,-0.037522,25574350.60,90,26554415.50,90,,
1950-06-30,0.014809,0.014726,0.012514,0.012346,25950947.10,90,25574350.60,90,,
1950-07-03,-0.002469,-0.002469,-0.003383,-0.003383,25203542.60,90,25265923.10,90,,
1950-07-05,0.009521,0.009521,0.008874,0.008874,25443506.70,90,25203542.60,90,,
1950-07-06,0.005952,0.005952,0.007468,0.007468,25594946.20,90,25443506.70,90,,
1950-07-07,-0.013104,-0.013104,-0.012991,-0.012991,25259542.10,90,25594946.20,90,,
1950-07-10,-0.004886,-0.004886,-0.001170,-0.001170,25136131.90,90,25259542.10,90,,
1950-07-11,-0.013396,-0.013424,-0.009903,-0.010157,24798711.40,90,25136131.90,90,,
1950-07-12,-0.025415,-0.025415,-0.018710,-0.018710,24168448.80,90,24798711.40,90,,
1950-07-13,-0.009803,-0.009859,-0.004873,-0.005046,23930181.90,90,24168448.80,90,,
1950-07-14,0.011342,0.011342,0.014102,0.014102,24201600.10,90,23930181.90,90,,
1950-07-17,-0.010975,-0.010975,-0.006454,-0.006454,23935980.50,90,24201600.10,90,,
1950-07-18,0.023784,0.023445,0.022015,0.021438,24497151.60,90,23935980.50,90,,
1950-07-19,0.016996,0.016996,0.013826,0.013826,24913497.20,90,24497151.60,90,,
1950-07-20,0.015128,0.015059,0.016747,0.016595,25288658.10,90,24913497.20,90,,
1950-07-21,0.000847,0.000537,0.005557,0.005259,25302241.90,90,25288658.10,90,,
1950-07-24,-0.005913,-0.005913,0.002075,0.002075,25152631.90,90,25302241.90,90,,
1950-07-25,-0.013116,-0.013116,-0.006900,-0.006900,24822725.80,90,25152631.90,90,,
1950-07-26,0.003075,0.002828,0.000400,0.000086,24892913.90,90,24822725.80,90,,
1950-07-27,0.013079,0.013079,0.011365,0.011365,25218491.90,90,24892913.90,90,,
1950-07-28,0.009842,0.009760,0.003420,0.003186,25464628.80,90,25218491.90,90,,
1950-07-31,0.007948,0.007948,0.004330,0.004330,25667012.00,90,25464628.80,90,,
1950-08-01,0.010145,0.010145,0.008454,0.008454,25927394.00,90,25667012.00,90,,
1950-08-02,-0.003119,-0.003850,-0.003983,-0.004323,25811438.80,90,25927394.00,90,,
1950-08-03,0.002981,0.002583,0.003240,0.002678,25878117.00,90,25811438.80,90,,
1950-08-04,0.007979,0.007979,0.007206,0.007206,26084596.60,90,25878117.00,90,,
1950-08-07,0.015004,0.014801,0.013399,0.013262,26318447.60,90,25934596.60,89,,
1950-08-08,0.005114,0.002294,-0.002217,-0.003026,26530072.90,90,26318447.60,89,,
1950-08-09,0.008070,0.007897,0.005705,0.005549,26739585.90,90,26530072.90,90,,
1950-08-10,0.000061,-0.007136,0.001338,0.000585,26377232.30,90,26566802.60,89,,
1950-08-11,-0.010452,-0.010776,-0.008952,-0.010060,26271159.00,90,26377232.30,89,,
1950-08-14,0.000988,0.000901,0.001981,0.001649,26294820.30,90,26271159.00,90,,
1950-08-15,0.001493,0.001493,0.002200,0.002200,26334072.60,90,26294820.30,90,,
1950-08-16,0.001566,0.001566,0.004786,0.004786,26375301.20,90,26334072.60,90,,
1950-08-17,0.010870,0.010327,0.008658,0.007908,26647687.50,90,26375301.20,90,,
1950-08-18,0.007491,0.007491,0.004448,0.004448,26847302.60,90,26647687.50,90,,
1950-08-21,0.001410,0.001151,-0.000031,-0.000520,26878201.40,90,26847302.60,90,,
1950-08-22,-0.001694,-0.001694,-0.000106,-0.000106,26832670.40,90,26878201.40,90,,
1950-08-23,0.007819,0.007565,0.008922,0.008592,27035658.00,90,26832670.40,90,,
1950-08-24,-0.001437,-0.001819,-0.001130,-0.001917,26986491.90,90,27035658.00,90,,
1950-08-25,-0.013215,-0.013215,-0.013098,-0.013098,26624181.70,90,26980727.80,89,,
1950-08-28,-0.000383,-0.000383,-0.000545,-0.000545,26619436.00,90,26624181.70,89,,
1950-08-29,0.000293,0.000272,0.002145,0.001985,26626683.40,90,26619436.00,90,,
1950-08-30,-0.002616,-0.004910,-0.004189,-0.005917,26495936.80,90,26626683.40,90,,
1950-08-31,-0.001012,-0.001354,-0.002243,-0.002703,26460058.00,90,26495936.80,90,,
1950-09-01,0.007808,0.007770,0.008045,0.007864,26665650.20,90,26460058.00,90,,
1950-09-05,0.006388,0.006388,0.002189,0.002189,26835989.50,90,26665650.20,90,,
1950-09-06,-0.006924,-0.007325,-0.006428,-0.006885,26639413.60,90,26835989.50,90,,
1950-09-07,0.004666,0.003256,0.007644,0.006229,26726156.80,90,26639413.60,90,,
1950-09-08,0.008436,0.008436,0.010650,0.010650,26951630.20,90,26726156.80,90,,
1950-09-11,-0.007569,-0.007569,-0.006488,-0.006488,26747623.80,90,26951630.20,90,,
1950-09-12,0.015194,0.015194,0.014517,0.014517,27154030.10,90,26747623.80,90,,
1950-09-13,0.012479,0.012120,0.013685,0.013060,27483135.90,90,27154030.10,90,,
1950-09-14,0.004167,0.004167,0.003622,0.003622,27597668.90,90,27483135.90,90,,
1950-09-15,0.005679,0.005609,0.003680,0.003345,27752457.40,90,27597668.90,90,,
1950-09-18,0.003802,0.003802,0.004755,0.004755,27857960.40,90,27752457.40,90,,
1950-09-19,-0.003100,-0.003141,-0.002310,-0.002457,27770464.20,90,27857960.40,90,,
1950-09-20,-0.005198,-0.005198,-0.003241,-0.003241,27626107.90,90,27770464.20,90,,
1950-09-21,0.008758,0.008758,0.010904,0.010904,27651127.50,90,27411061.90,89,,
1950-09-22,0.003477,0.003477,0.005160,0.005160,27965755.90,90,27651127.50,89,,
1950-09-25,-0.000610,-0.000610,-0.000739,-0.000739,27948683.90,90,27965755.90,90,,
1950-09-26,-0.015695,-0.015695,-0.016731,-0.016731,27510034.60,90,27948683.90,90,,
1950-09-27,0.015024,0.014456,0.011936,0.011147,27907733.00,90,27510034.60,90,,
1950-09-28,0.000304,0.000287,0.000709,0.000555,27915740.10,90,27907733.00,90,,
1950-09-29,0.001417,0.001417,0.002657,0.002657,27955307.10,90,27915740.10,90,,
1950-10-02,0.012911,0.012911,0.014740,0.014740,28316225.80,90,27955307.10,90,,
1950-10-03,-0.001808,-0.001883,-0.002840,-0.003001,28276972.10,90,28316225.80,90,,
1950-10-04,0.017203,0.017203,0.010651,0.010651,28763429.40,90,28276972.10,90,,
1950-10-05,-0.005937,-0.005937,-0.008363,-0.008363,28592671.90,90,28763429.40,90,,
1950-10-06,0.011682,0.011682,0.007168,0.007168,28926689.80,90,28592671.90,90,,
1950-10-07,0.002024,0.002024,0.002513,0.002513,28985236.40,90,28926689.80,90,,
1950-10-09,-0.008381,-0.008406,-0.009698,-0.009912,28741598.90,90,28985236.40,90,,
1950-10-10,-0.010430,-0.010430,-0.009264,-0.009264,28441821.60,90,28741598.90,90,,
1950-10-11,0.004152,0.004105,0.009220,0.009063,28558564.00,90,28441821.60,90,,
1950-10-13,-0.000205,-0.000205,-0.000483,-0.000483,28552698.70,90,28558564.00,90,,
1950-10-14,-0.006729,-0.006729,-0.003987,-0.003987,28360578.70,90,28552698.70,90,,
1950-10-16,-0.000653,-0.000653,0.000075,0.000075,28342050.60,90,28360578.70,90,,
1950-10-17,0.009338,0.009338,0.010177,0.010177,28606713.00,90,28342050.60,90,,
1950-10-18,0.006797,0.006466,0.009051,0.008382,28791689.40,90,28606713.00,90,,
1950-10-19,0.000574,0.000394,-0.000305,-0.000701,28803030.90,90,28791689.40,90,,
1950-10-20,-0.003183,-0.003183,-0.003238,-0.003238,28711341.80,90,28803030.90,90,,
1950-10-21,0.002859,0.002859,0.001945,0.001945,28793433.20,90,28711341.80,90,,
1950-10-23,-0.002279,-0.002676,-0.002082,-0.002592,28716388.90,90,28793433.20,90,,
1950-10-24,0.005847,0.005783,0.002009,0.001928,28882442.50,90,28716388.90,90,,
1950-10-25,-0.001803,-0.002235,-0.001287,-0.001797,28817899.20,90,28882442.50,90,,
1950-10-26,-0.022198,-0.022198,-0.023467,-0.023467,28178202.50,90,28817899.20,90,,
1950-10-27,0.008418,0.008418,0.006328,0.006328,28415417.60,90,28178202.50,90,,
1950-10-28,0.001437,0.001437,0.001768,0.001768,28456251.90,90,28415417.60,90,,
1950-10-30,-0.010104,-0.010176,-0.010085,-0.010307,28166667.10,90,28456251.90,90,,
1950-10-31,-0.003615,-0.003615,-0.005883,-0.005883,28064837.90,90,28166667.10,90,,
1950-11-01,0.002106,0.001522,0.003859,0.003611,28107557.60,90,28064837.90,90,,
1950-11-02,0.009577,0.008544,0.008970,0.007778,28347721.20,90,28107557.60,90,,
1950-11-03,0.005587,0.005551,0.001907,0.001732,28505078.90,90,28347721.20,90,,
1950-11-04,-0.003633,-0.003633,-0.005999,-0.005999,28401525.00,90,28505078.90,90,,
1950-11-06,-0.019531,-0.021391,-0.023301,-0.023524,27793985.80,90,28401525.00,90,,
1950-11-08,0.016539,0.011090,0.015631,0.013752,27824970.50,90,27519787.20,89,,
1950-11-09,0.012093,0.012093,0.015550,0.015550,28437785.60,90,27824970.50,89,,
1950-11-10,0.007290,0.007261,0.007623,0.007428,28644267.50,90,28437785.60,90,,
1950-11-13,0.004328,0.003301,0.003438,0.001733,28738814.10,90,28644267.50,90,,
1950-11-14,0.001787,-0.006070,0.002712,0.001609,28564361.60,90,28738814.10,90,,
1950-11-15,-0.001880,-0.001880,0.000556,0.000556,28510674.60,90,28564361.60,90,,
1950-11-16,-0.003652,-0.004700,-0.000309,-0.002109,28376679.90,90,28510674.60,90,,
1950-11-17,0.007663,0.007413,0.012379,0.011969,28587036.60,90,28376679.90,90,,
1950-11-18,0.004696,0.004696,0.004791,0.004791,28721274.80,90,28587036.60,90,,
1950-11-20,-0.000825,-0.001279,0.000482,-0.000478,28684540.20,90,28721274.80,90,,
1950-11-21,-0.002676,-0.003202,-0.002594,-0.003593,28592694.10,90,28684540.20,90,,
1950-11-22,0.014843,0.014429,0.009889,0.009157,29005263.10,90,28592694.10,90,,
1950-11-24,0.008097,0.008097,0.006636,0.006636,29240107.10,90,29005263.10,90,,
1950-11-25,-0.002168,-0.002168,-0.001661,-0.001661,29176727.10,90,29240107.10,90,,
1950-11-27,-0.005184,-0.005184,-0.004008,-0.004008,29025477.50,90,29176727.10,90,,
1950-11-28,-0.029764,-0.030724,-0.028311,-0.029060,28133707.00,90,29025477.50,90,,
1950-11-29,-0.009023,-0.009718,-0.004934,-0.005417,27860304.40,90,28133707.00,90,,
1950-11-30,0.007338,0.007268,0.006762,0.006334,28062793.00,90,27860304.40,90,,
1950-12-01,0.008654,0.008344,0.009428,0.009172,28296947.90,90,28062793.00,90,,
1950-12-02,-0.006552,-0.006552,-0.005605,-0.005605,28111551.40,90,28296947.90,90,,
1950-12-04,-0.027676,-0.027676,-0.030522,-0.030522,27214070.90,90,27988683.90,89,,
1950-12-05,0.016918,0.016708,0.019036,0.018843,27792651.10,90,27214070.90,89,,
1950-12-06,0.009995,0.008166,0.011010,0.007814,28019599.00,90,27792651.10,90,,
1950-12-07,-0.002325,-0.002829,-0.002713,-0.003475,27940333.10,90,28019599.00,90,,
1950-12-08,0.001745,0.001745,0.010460,0.010460,27947690.10,90,27899004.80,89,,
1950-12-09,0.005477,0.005477,0.006977,0.006977,28146881.50,90,27947690.10,89,,
1950-12-11,0.011170,0.011170,0.006982,0.006982,28461280.60,90,28146881.50,90,,
1950-12-12,-0.002042,-0.002042,-0.002228,-0.002228,28403158.20,90,28461280.60,90,,
1950-12-13,0.000088,-0.000374,0.003343,0.002528,28392548.40,90,28403158.20,90,,
1950-12-14,-0.012356,-0.012356,-0.010829,-0.010829,28041738.50,90,28392548.40,90,,
1950-12-15,-0.004999,-0.004999,-0.001610,-0.001610,27901560.90,90,28041738.50,90,,
1950-12-16,0.017700,0.017700,0.018929,0.018929,28395419.60,90,27901560.90,90,,
1950-12-18,0.009955,0.009915,0.009722,0.009573,28676964.00,90,28395419.60,90,,
1950-12-19,0.006365,0.006365,0.009007,0.009007,28859502.00,90,28676964.00,90,,
1950-12-20,0.001085,0.000951,0.004509,0.004002,28886961.60,90,28859502.00,90,,
1950-12-21,0.000099,-0.000012,0.007503,0.007246,28886609.80,90,28886961.60,90,,
1950-12-22,0.004184,0.004184,0.001232,0.001232,29007458.60,90,28886609.80,90,,
1950-12-26,-0.007930,-0.007930,-0.012103,-0.012103,28777423.80,90,29007458.60,90,,
1950-12-27,0.019755,0.019025,0.021373,0.020352,29324908.50,90,28777423.80,90,,
1950-12-28,0.004351,0.004333,0.006004,0.005828,29451966.50,90,29324908.50,90,,
1950-12-29,0.001821,0.001779,-0.002407,-0.002576,29504358.60,90,29451966.50,90,,
1950-12-30,-0.000327,-0.000327,-0.001300,-0.001300,29783857.30,90,29504358.60,90,,
1951-01-02,0.017554,0.017554,0.019297,0.019297,30306671.60,90,29783857.30,90,,
1951-01-03,-0.003330,-0.003401,-0.002523,-0.002687,30203588.40,90,30306671.60,90,,
1951-01-04,0.008199,0.008199,0.008188,0.008188,30451239.10,90,30203588.40,90,,
1951-01-05,0.000238,0.000238,0.003401,0.003401,30458475.40,90,30451239.10,90,,
1951-01-06,-0.000019,-0.000019,-0.001117,-0.001117,30457882.50,90,30458475.40,90,,
1951-01-08,0.005562,0.005562,0.004413,0.004413,30627291.80,90,30457882.50,90,,
1951-01-09,0.006314,0.006291,0.006115,0.005933,30819970.40,90,30627291.80,90,,
1951-01-10,-0.013045,-0.013223,-0.015313,-0.015464,30412438.20,90,30819970.40,90,,
1951-01-11,0.017063,0.017018,0.019909,0.019755,30934344.10,90,30412438.20,90,,
1951-01-12,-0.003751,-0.003751,-0.001458,-0.001458,30818294.00,90,30934344.10,90,,
1951-01-13,0.000785,0.000785,0.001501,0.001501,30842472.90,90,30818294.00,90,,
1951-01-15,0.008164,0.008164,0.007715,0.007715,30824471.20,90,30574872.90,89,,
1951-01-16,0.008541,0.008541,0.011302,0.011302,31353934.90,90,30824471.20,89,,
1951-01-17,0.004508,0.004201,0.004861,0.004258,31485639.40,90,31353934.90,90,,
1951-01-18,-0.006885,-0.006940,-0.006453,-0.006566,31267131.90,90,31485639.40,90,,
1951-01-19,-0.001739,-0.001739,-0.001100,-0.001100,31212742.90,90,31267131.90,90,,
1951-01-20,0.002160,0.002160,0.004195,0.004195,31280171.90,90,31212742.90,90,,
1951-01-22,-0.010976,-0.010976,-0.010380,-0.010380,30936830.40,90,31280171.90,90,,
1951-01-23,0.003864,0.003514,0.000004,-0.000409,31045555.40,90,30936830.40,90,,
1951-01-24,-0.004691,-0.004848,-0.005079,-0.005222,30895057.50,90,31045555.40,90,,
1951-01-25,-0.005972,-0.005972,-0.004992,-0.004992,30710562.40,90,30895057.50,90,,
1951-01-26,0.011088,0.011088,0.012450,0.012450,31051088.80,90,30710562.40,90,,
1951-01-27,0.013004,0.013004,0.009427,0.009427,31454890.00,90,31051088.80,90,,
1951-01-29,0.006808,0.006808,0.005762,0.005762,31669037.10,90,31454890.00,90,,
1951-01-30,0.003671,0.003597,0.002060,0.001870,31782953.80,90,31669037.10,90,,
1951-01-31,-0.002955,-0.003408,-0.000484,-0.000582,31674640.00,90,31782953.80,90,,
1951-02-01,0.005489,0.004980,0.006934,0.006227,31837999.60,90,31674640.00,90,,
1951-02-02,0.009117,0.009117,0.008502,0.008502,32128255.90,90,31837999.60,90,,
1951-02-03,0.005412,0.005412,0.002430,0.002430,32302130.00,90,32128255.90,90,,
1951-02-05,0.005533,0.005533,0.003025,0.003025,32480868.60,90,32302130.00,90,,
1951-02-06,-0.002518,-0.003917,0.000384,0.000224,32353652.40,90,32480868.60,90,,
1951-02-07,-0.003949,-0.005743,-0.002420,-0.003465,32167856.20,90,32353652.40,90,,
1951-02-08,0.005768,0.004685,0.005219,0.004546,32318559.20,90,32167856.20,90,,
1951-02-09,0.003552,0.003517,0.002634,0.002460,32432223.20,90,32318559.20,90,,
1951-02-10,0.001744,0.001744,0.000794,0.000794,32488776.60,90,32432223.20,90,,
1951-02-13,0.001238,-0.001719,-0.001360,-0.002334,32432921.80,90,32488776.60,90,,
1951-02-14,-0.002585,-0.002806,-0.001739,-0.002036,32341900.10,90,32432921.80,90,,
1951-02-15,-0.005445,-0.005895,-0.004069,-0.004720,32151237.80,90,32341900.10,90,,
1951-02-16,0.005872,0.005872,0.004809,0.004809,32340034.20,90,32151237.80,90,,
1951-02-17,0.000936,0.000936,0.001174,0.001174,32370314.80,90,32340034.20,90,,
1951-02-19,-0.014827,-0.014940,-0.015714,-0.016067,31886702.10,90,32370314.80,90,,
1951-02-20,-0.001255,-0.001522,0.000268,-0.000062,31838158.90,90,31886702.10,90,,
1951-02-21,0.003262,0.002689,0.003291,0.002912,31923758.10,90,31838158.90,90,,
1951-02-23,0.002308,0.002308,0.002099,0.002099,31997433.80,90,31923758.10,90,,
1951-02-24,0.002043,0.002043,0.002499,0.002499,32062794.80,90,31997433.80,90,,
1951-02-26,-0.001344,-0.001361,-0.000026,-0.000160,32019148.50,90,32062794.80,90,,
1951-02-27,-0.007744,-0.008286,-0.009021,-0.009459,31753847.20,90,32019148.50,90,,
1951-02-28,0.002059,0.001854,0.000386,0.000048,31812722.00,90,31753847.20,90,,
1951-03-01,0.003015,0.002577,0.006846,0.006460,31894705.00,90,31812722.00,90,,
1951-03-02,0.004068,0.003926,0.004609,0.004215,32019918.20,90,31894705.00,90,,
1951-03-03,0.000330,0.000330,0.001287,0.001287,32030498.80,90,32019918.20,90,,
1951-03-05,-0.007367,-0.007399,-0.008691,-0.008811,31793514.90,90,32030498.80,90,,
1951-03-06,0.000004,-0.000046,-0.001515,-0.001610,31792037.80,90,31793514.90,90,,
1951-03-07,0.003589,0.003169,0.003413,0.002807,31892789.80,90,31792037.80,90,,
1951-03-08,0.004219,0.004202,0.003304,0.003078,32035483.40,90,31892789.80,90,,
1951-03-09,0.000056,-0.000100,-0.001090,-0.001252,31901195.80,90,31904383.40,89,,
1951-03-10,-0.001626,-0.001626,-0.001534,-0.001534,31980430.60,90,31901195.80,89,,
1951-03-12,-0.009803,-0.009803,-0.011318,-0.011318,31666935.90,90,31980430.60,90,,
1951-03-13,-0.013814,-0.014018,-0.017027,-0.017180,31268807.90,90,31666935.90,90,,
1951-03-14,-0.007908,-0.007983,-0.008041,-0.008476,31019179.40,90,31268807.90,90,,
1951-03-15,0.002384,0.002384,0.003609,0.003609,31093140.60,90,31019179.40,90,,
1951-03-16,0.016865,0.016865,0.017449,0.017449,31617521.10,90,31093140.60,90,,
1951-03-17,0.001359,0.001359,0.001661,0.001661,31660504.40,90,31617521.10,90,,
1951-03-19,-0.005309,-0.005340,-0.005758,-0.005895,31491427.40,90,31660504.40,90,,
1951-03-20,-0.001638,-0.001685,-0.002281,-0.002526,31351731.00,90,31404639.20,89,,
1951-03-21,0.005931,0.005721,0.008356,0.008096,31617870.50,90,31351731.00,89,,
1951-03-22,0.003435,0.003435,0.001172,0.001172,31726465.10,90,31617870.50,90,,
1951-03-24,-0.012699,-0.012699,-0.014814,-0.014814,31323566.40,90,31726465.10,90,,
1951-03-26,0.003210,0.003210,0.002334,0.002334,31424106.50,90,31323566.40,90,,
1951-03-27,-0.000821,-0.000996,-0.001583,-0.001733,31392815.10,90,31424106.50,90,,
1951-03-28,-0.011900,-0.012077,-0.012267,-0.012752,31013671.40,90,31392815.10,90,,
1951-03-29,0.003797,0.003777,0.002327,0.002161,31130821.10,90,31013671.40,90,,
1951-03-30,0.007129,0.007090,0.006810,0.006641,31367218.10,90,31130821.10,90,,
1951-03-31,-0.003644,-0.003644,-0.001284,-0.001284,31252904.50,90,31367218.10,90,,
1951-04-02,-0.003854,-0.003854,-0.008103,-0.008103,31132459.80,90,31252904.50,90,,
1951-04-03,-0.003269,-0.003338,-0.002139,-0.002305,31028529.40,90,31132459.80,90,,
1951-04-04,0.007660,0.007660,0.010251,0.010251,31266220.10,90,31028529.40,90,,
1951-04-05,0.013934,0.013920,0.015807,0.015650,31701431.20,90,31266220.10,90,,
1951-04-06,0.001418,0.001418,0.001974,0.001974,31746394.60,90,31701431.20,90,,
1951-04-07,-0.001966,-0.001966,-0.000726,-0.000726,31683996.50,90,31746394.60,90,,
1951-04-09,0.000151,0.000151,0.000667,0.000667,31688776.40,90,31683996.50,90,,
1951-04-10,-0.002114,-0.002136,-0.005584,-0.005774,31621085.00,90,31688776.40,90,,
1951-04-11,-0.000528,-0.000528,-0.002495,-0.002495,31602832.10,90,31621085.00,90,,
1951-04-12,0.009629,0.009580,0.010630,0.010471,31242700.10,90,30946232.10,89,,
1951-04-13,0.012503,0.012503,0.010497,0.010497,32278684.10,90,31242700.10,89,,
1951-04-14,0.005023,0.005023,0.003579,0.003579,32440835.60,90,32278684.10,90,,
1951-04-16,-0.006971,-0.006971,-0.004283,-0.004283,32214681.10,90,32440835.60,90,,
1951-04-17,0.002343,0.002266,0.001499,0.001400,32287694.80,90,32214681.10,90,,
1951-04-18,0.002544,0.001880,0.001740,0.000707,32348401.50,90,32287694.80,90,,
1951-04-19,-0.004562,-0.004616,-0.005165,-0.005298,32199088.80,90,32348401.50,90,,
1951-04-20,-0.000333,-0.000333,-0.002190,-0.002190,32188366.40,90,32199088.80,90,,
1951-04-21,0.000691,0.000691,-0.000005,-0.000005,32210596.30,90,32188366.40,90,,
1951-04-23,-0.000242,-0.000242,-0.000362,-0.000362,32202795.60,90,32210596.30,90,,
1951-04-24,-0.004313,-0.004313,-0.006501,-0.006501,32063911.90,90,32202795.60,90,,
1951-04-25,0.000841,0.000690,0.001715,0.001579,32086021.20,90,32063911.90,90,,
1951-04-26,0.009095,0.009095,0.007980,0.007980,32377846.90,90,32086021.20,90,,
1951-04-27,0.010171,0.010099,0.007535,0.007328,32704833.50,90,32377846.90,90,,
1951-04-28,0.001614,0.001614,0.000061,0.000061,32757630.10,90,32704833.50,90,,
1951-04-30,-0.000280,-0.000280,-0.003766,-0.003766,32748452.40,90,32757630.10,90,,
1951-05-01,0.004370,0.004370,0.003654,0.003654,32891548.00,90,32748452.40,90,,
1951-05-02,0.005347,0.004253,0.005561,0.005125,33031444.40,90,32891548.00,90,,
1951-05-03,0.010164,0.009353,0.010478,0.010028,33340397.40,90,33031444.40,90,,
1951-05-04,-0.002412,-0.002412,-0.003029,-0.003029,33259992.20,90,33340397.40,90,,
1951-05-05,-0.003435,-0.003435,-0.003313,-0.003313,33145753.60,90,33259992.20,90,,
1951-05-07,-0.002518,-0.002518,-0.000750,-0.000750,33062292.50,90,33145753.60,90,,
1951-05-08,0.001928,-0.001022,0.001627,0.000874,33028516.00,90,33062292.50,90,,
1951-05-09,0.001617,0.001518,0.003450,0.003259,33078649.80,90,33028516.00,90,,
1951-05-10,-0.005653,-0.005653,-0.004524,-0.004524,32891640.20,90,33078649.80,90,,
1951-05-11,-0.007513,-0.008057,-0.007383,-0.008674,32626628.20,90,32891640.20,90,,
1951-05-12,-0.005416,-0.005416,-0.004859,-0.004859,32449907.20,90,32626628.20,90,,
1951-05-14,-0.001145,-0.001717,-0.001297,-0.001754,32394193.10,90,32449907.20,90,,
1951-05-15,-0.016403,-0.019106,-0.014819,-0.015035,31775278.90,90,32394193.10,90,,
1951-05-16,-0.002964,-0.002982,0.000532,0.000387,31680520.80,90,31775278.90,90,,
1951-05-17,0.010662,0.010156,0.007784,0.007016,32002281.60,90,31680520.80,90,,
1951-05-18,-0.018384,-0.018384,-0.018354,-0.018354,31413963.90,90,32002281.60,90,,
1951-05-19,0.001403,0.001403,0.001389,0.001389,31458035.80,90,31413963.90,90,,
1951-05-21,-0.004328,-0.004346,-0.006369,-0.006526,31321327.20,90,31458035.80,90,,
1951-05-22,-0.004909,-0.004909,-0.005418,-0.005418,31167573.90,90,31321327.20,90,,
1951-05-23,-0.008906,-0.009254,-0.006760,-0.007514,30879148.00,90,31167573.90,90,,
1951-05-24,-0.005251,-0.005480,-0.003270,-0.003636,30709927.10,90,30879148.00,90,,
1951-05-25,-0.000407,-0.000407,0.003157,0.003157,30697440.20,90,30709927.10,90,,
1951-05-26,0.002451,0.002451,0.002566,0.002566,30772675.90,90,30697440.20,90,,
1951-05-28,0.005216,0.005198,0.005709,0.005572,30932633.10,90,30772675.90,90,,
1951-05-29,0.008497,0.007729,0.005488,0.004557,31171696.80,90,30932633.10,90,,
1951-05-31,0.007957,0.007596,0.006541,0.005963,31408487.40,90,31171696.80,90,,
1951-06-01,-0.001334,-0.001765,-0.001483,-0.001928,31353047.60,90,31408487.40,90,,
1951-06-04,-0.011542,-0.011574,-0.011316,-0.011457,30990153.50,90,31353047.60,90,,
1951-06-05,0.004558,0.004558,0.003098,0.003098,31131405.10,90,30990153.50,90,,
1951-06-06,0.008080,0.007544,0.010629,0.009906,31366248.90,90,31131405.10,90,,
1951-06-07,0.004375,0.004319,0.006359,0.006166,31501718.00,90,31366248.90,90,,
1951-06-08,-0.003375,-0.003453,-0.003675,-0.004181,31392931.80,90,31501718.00,90,,
1951-06-11,0.005649,0.005649,0.002616,0.002616,31570266.50,90,31392931.80,90,,
1951-06-12,-0.005600,-0.005600,-0.008254,-0.008254,31393486.90,90,31570266.50,90,,
1951-06-13,0.002567,0.002313,0.000209,-0.000212,31322895.00,90,31250596.90,89,,
1951-06-14,0.012778,0.012778,0.006064,0.006064,31864956.00,90,31322895.00,89,,
1951-06-15,0.009443,0.009443,0.006356,0.006356,32090199.10,90,31790014.00,89,,
1951-06-18,0.000181,0.000150,-0.001055,-0.001202,32169811.20,90,32090199.10,89,,
1951-06-19,-0.001411,-0.001411,0.000598,0.000598,32124433.20,90,32169811.20,90,,
1951-06-20,-0.005606,-0.005903,-0.005423,-0.005735,31934812.40,90,32124433.20,90,,
1951-06-21,-0.005418,-0.005418,-0.004621,-0.004621,31761785.10,90,31934812.40,90,,
1951-06-22,-0.010656,-0.010656,-0.008720,-0.008720,31423340.20,90,31761785.10,90,,
1951-06-25,-0.013190,-0.013190,-0.017288,-0.017288,31008856.90,90,31423340.20,90,,
1951-06-26,0.000611,0.000611,0.001217,0.001217,31027790.50,90,31008856.90,90,,
1951-06-27,0.003620,0.003251,0.002493,0.001838,31128649.80,90,31027790.50,90,,
1951-06-28,-0.012272,-0.012491,-0.013212,-0.013535,30739826.90,90,31128649.80,90,,
1951-06-29,-0.007006,-0.007047,-0.006901,-0.007052,30523217.80,90,30739826.90,90,,
1951-07-02,0.006897,0.006826,0.007492,0.007321,30731556.40,90,30523217.80,90,,
1951-07-03,0.006537,0.006519,0.008457,0.008316,30931894.40,90,30731556.40,90,,
1951-07-05,0.019620,0.019552,0.018204,0.017713,31536682.90,90,30931894.40,90,,
